id,y
1,0.4595144917052079
2,0.47383422375776113
3,0.5415188430124043
4,0.5208484395488079
5,0.547103665433824
6,0.5229361077552278
7,0.48173327880149985
8,0.5209675407443783
9,0.5029369921730219
10,0.5414390362458288
11,0.5567657791415938
12,0.6371798312730381
13,0.51453501406188
14,0.5410782143047962
15,0.5317480468360465
16,0.5447260126583462
17,0.4787017847711529
18,0.610889098142311
19,0.6164012488584111
20,0.5385000855932135
21,0.5152626687515324
22,0.5175468162908604
23,0.541460301453435
24,0.5292159222197693
25,0.48153472911619033
26,0.5295208899916704
27,0.6055889687045166
28,0.49461715971306364
29,0.5592330723681407
30,0.5391192394446855
31,0.4752545097125278
32,0.5162102923887237
33,0.485965411299221
34,0.48832184598094813
35,0.5192762878636984
36,0.5044567931731769
37,0.6037472146504983
38,0.49020178708714024
39,0.5187990900605355
40,0.5399745001294298
41,0.584806471734266
42,0.5578380242978439
43,0.5106674093709345
44,0.5291704257226358
45,0.5402692711852505
46,0.5411031390798526
47,0.46078030307139406
48,0.5645949261088906
49,0.6284792998547641
50,0.4838415833157136
51,0.5124796758667572
52,0.5462680086298459
53,0.5594725832979498
54,0.48970604482415336
55,0.4839002542311766
56,0.5347948125194226
57,0.5334869579398112
58,0.5222587692155198
59,0.5304789852697194
60,0.4506765788710448
61,0.561695011963047
62,0.459056125450675
63,0.4719849725568534
64,0.6693741205989101
65,0.5012966800882024
66,0.48420195958387763
67,0.5759622957838637
68,0.5072206770108819
69,0.6220599412381105
70,0.5397180733343435
71,0.48915660483717033
72,0.5157482922500232
73,0.5712713425752216
74,0.5311991846667692
75,0.5217283780658027
76,0.49573033312963366
77,0.490883274627956
78,0.5365396490261348
79,0.5837404029385966
80,0.5410961959843257
81,0.49114031056097646
82,0.602310254035542
83,0.48477532762160713
84,0.5698128633448158
85,0.49174002368771974
86,0.5105174335902063
87,0.5371344566875174
88,0.5588712607610803
89,0.5154760373713829
90,0.4767592357508855
91,0.42954526585234776
92,0.5210567830340204
93,0.537556136201229
94,0.5402175895415678
95,0.4880711668184552
96,0.5391611137294781
97,0.5338298546603915
98,0.523968003507917
99,0.49183537078792366
100,0.5220143895078433
101,0.5417625186965191
102,0.5143407142558539
103,0.5131992982267402
104,0.5323387281763899
105,0.5070730870554557
106,0.5651061044078942
107,0.5131319939316631
108,0.4905352346113373
109,0.5659117341498718
110,0.4784096791557329
111,0.5117829179035128
112,0.5224122890688561
113,0.49876553388987394
114,0.48457184474742243
115,0.6234290432535502
116,0.4732289972484248
117,0.5425505848160105
118,0.525019378365652
119,0.49590820952011017
120,0.5356278656718912
121,0.5524639969107804
122,0.5823778948466688
123,0.4926873413784915
124,0.5899396396318508
125,0.5889315956994305
126,0.6036989574758501
127,0.5073406632323184
128,0.545659487405891
129,0.5414186647545715
130,0.5694307438669955
131,0.507812099053366
132,0.5437326770551796
133,0.4830036341103766
134,0.511503371577011
135,0.4286432295455319
136,0.5169940358005387
137,0.5341573726722562
138,0.6048702964882036
139,0.6093073967579614
140,0.5377038410700252
141,0.5691309955492505
142,0.5768830020830211
143,0.5083808993503158
144,0.4929948165412288
145,0.5797078837664202
146,0.5044702697833486
147,0.39058983632412003
148,0.5234345064326253
149,0.47097332913756534
150,0.6789781896972276
151,0.4883184263590855
152,0.5150868092076827
153,0.4891100455239875
154,0.68422356706975
155,0.4763104549823175
156,0.4654554694234775
157,0.47961924507346165
158,0.5092711633100272
159,0.5142065835392824
160,0.5127751269980199
161,0.4944905025146757
162,0.6041609574193512
163,0.4879021312773416
164,0.5494217989602215
165,0.48953879564149505
166,0.5539254484865062
167,0.5030246215131536
168,0.5791491838012
169,0.6414363422376302
170,0.5987248446217861
171,0.5031802475661169
172,0.5430459396553293
173,0.5353486291806477
174,0.5109787900812492
175,0.5249761477144587
176,0.46328740937415597
177,0.5211588218384386
178,0.4820441741334348
179,0.5008124765772008
180,0.4992593019075652
181,0.5397583138613216
